site,date,variable,value
paris_land,2022-09-10,precipitation,2.1
paris_land,2022-09-10,et0,1.63
paris_land,2022-09-11,temperature,16.3
paris_land,2022-09-11,precipitation,0.0
paris_land,2022-09-11,et0,2.79
paris_land,2022-09-12,temperature,19.1
paris_land,2022-09-12,precipitation,0.0
paris_land,2022-09-12,et0,3.59
paris_land,2022-09-13,temperature,20.5
paris_land,2022-09-13,precipitation,1.8
paris_land,2022-09-13,et0,2.24
paris_land,2022-09-14,temperature,20.9
paris_land,2022-09-14,precipitation,6.7
paris_land,2022-09-14,et0,2.63
paris_land,2022-09-15,temperature,18.4
paris_land,2022-09-15,precipitation,0.9
paris_land,2022-09-15,et0,2.78
paris_land,2022-09-16,temperature,14.6
paris_land,2022-09-16,precipitation,0.5
paris_land,2022-09-16,et0,2.38
paris_land,2022-09-17,temperature,11.8
paris_land,2022-09-17,precipitation,0.0
paris_land,2022-09-17,et0,2.77
paris_land,2022-09-18,temperature,12.6
paris_land,2022-09-18,precipitation,0.0
paris_land,2022-09-18,et0,2.87
paris_land,2022-09-19,temperature,12.9
paris_land,2022-09-19,precipitation,0.0
paris_land,2022-09-19,et0,2.64
paris_land,2022-09-20,temperature,12.3
paris_land,2022-09-20,precipitation,0.0
paris_land,2022-09-20,et0,2.19
paris_land,2022-09-21,temperature,12.8
paris_land,2022-09-21,precipitation,0.0
paris_land,2022-09-21,et0,2.62
paris_land,2022-09-22,temperature,12.8
paris_land,2022-09-22,precipitation,0.0
paris_land,2022-09-22,et0,2.67
paris_land,2022-09-23,temperature,14.3
paris_land,2022-09-23,precipitation,0.0
paris_land,2022-09-23,et0,1.79
paris_land,2022-09-24,temperature,14.1
paris_land,2022-09-24,precipitation,3.0
paris_land,2022-09-24,et0,1.32
paris_land,2022-09-25,temperature,13.8
paris_land,2022-09-25,precipitation,0.0
paris_land,2022-09-25,et0,2.37
paris_land,2022-09-26,temperature,12.4
paris_land,2022-09-26,precipitation,5.9
paris_land,2022-09-26,et0,1.47
paris_land,2022-09-27,temperature,11.5
paris_land,2022-09-27,precipitation,4.8
paris_land,2022-09-27,et0,1.2
paris_land,2022-09-28,temperature,11.9
paris_land,2022-09-28,precipitation,2.4
paris_land,2022-09-28,et0,1.68
paris_land,2022-09-29,temperature,10.9
paris_land,2022-09-29,precipitation,0.9
paris_land,2022-09-29,et0,1.45
paris_land,2022-09-30,temperature,11.6
paris_land,2022-09-30,precipitation,0.5
paris_land,2022-09-30,et0,2.61
paris_land,2022-10-01,temperature,16.1
paris_land,2022-10-01,precipitation,7.0
paris_land,2022-10-01,et0,2.66
paris_land,2022-10-02,temperature,15.5
paris_land,2022-10-02,precipitation,12.4
paris_land,2022-10-02,et0,1.16
paris_land,2022-10-03,temperature,12.0
paris_land,2022-10-03,precipitation,0.0
paris_land,2022-10-03,et0,1.5
paris_land,2022-10-04,temperature,12.6
paris_land,2022-10-04,precipitation,0.0
paris_land,2022-10-04,et0,1.96
paris_land,2022-10-05,temperature,16.0
paris_land,2022-10-05,precipitation,0.0
paris_land,2022-10-05,et0,2.54
paris_land,2022-10-06,temperature,14.1
paris_land,2022-10-06,precipitation,0.0
paris_land,2022-10-06,et0,2.06
paris_land,2022-10-07,temperature,11.9
paris_land,2022-10-07,precipitation,0.0
paris_land,2022-10-07,et0,1.89
paris_land,2022-10-08,temperature,12.6
paris_land,2022-10-08,precipitation,0.0
paris_land,2022-10-08,et0,1.97
paris_land,2022-10-09,temperature,10.9
paris_land,2022-10-09,precipitation,0.0
paris_land,2022-10-09,et0,2.03
paris_land,2022-10-10,temperature,14.0
paris_land,2022-10-10,precipitation,2.5
paris_land,2022-10-10,et0,1.48
paris_land,2022-10-11,temperature,12.4
paris_land,2022-10-11,precipitation,0.0
paris_land,2022-10-11,et0,1.95
paris_land,2022-10-12,temperature,11.8
paris_land,2022-10-12,precipitation,0.0
paris_land,2022-10-12,et0,1.68
paris_land,2022-10-13,temperature,13.8
paris_land,2022-10-13,precipitation,10.1
paris_land,2022-10-13,et0,0.73
paris_land,2022-10-14,temperature,15.1
paris_land,2022-10-14,precipitation,5.2
paris_land,2022-10-14,et0,0.52
paris_land,2022-10-15,temperature,16.1
paris_land,2022-10-15,precipitation,2.6
paris_land,2022-10-15,et0,1.4
paris_land,2022-10-16,temperature,16.4
paris_land,2022-10-16,precipitation,0.5
paris_land,2022-10-16,et0,1.11
paris_land,2022-10-17,temperature,17.1
paris_land,2022-10-17,precipitation,13.7
paris_land,2022-10-17,et0,0.71
paris_land,2022-10-18,temperature,16.8
paris_land,2022-10-18,precipitation,1.4
paris_land,2022-10-18,et0,1.24
paris_land,2022-10-19,temperature,17.2
paris_land,2022-10-19,precipitation,0.1
paris_land,2022-10-19,et0,1.77
paris_land,2022-10-20,temperature,17.4
paris_land,2022-10-20,precipitation,4.5
paris_land,2022-10-20,et0,1.68
paris_land,2022-10-21,temperature,16.5
paris_land,2022-10-21,precipitation,12.6
paris_land,2022-10-21,et0,1.68
paris_land,2022-10-22,temperature,16.1
paris_land,2022-10-22,precipitation,0.0
paris_land,2022-10-22,et0,1.73
paris_land,2022-10-23,temperature,17.6
paris_land,2022-10-23,precipitation,1.2
paris_land,2022-10-23,et0,2.23
paris_land,2022-10-24,temperature,16.4
paris_land,2022-10-24,precipitation,0.7
paris_land,2022-10-24,et0,2.49
paris_land,2022-10-25,temperature,14.9
paris_land,2022-10-25,precipitation,0.1
paris_land,2022-10-25,et0,1.38
paris_land,2022-10-26,temperature,17.1
paris_land,2022-10-26,precipitation,2.2
paris_land,2022-10-26,et0,1.77
paris_land,2022-10-27,temperature,17.2
paris_land,2022-10-27,precipitation,0.0
paris_land,2022-10-27,et0,1.55
paris_land,2022-10-28,temperature,18.7
paris_land,2022-10-28,precipitation,0.0
paris_land,2022-10-28,et0,2.07
paris_land,2022-10-29,temperature,18.7
paris_land,2022-10-29,precipitation,0.0
paris_land,2022-10-29,et0,1.88
paris_land,2022-10-30,temperature,14.6
paris_land,2022-10-30,precipitation,0.3
paris_land,2022-10-30,et0,1.05
paris_land,2022-10-31,temperature,15.0
paris_land,2022-10-31,precipitation,6.1
paris_land,2022-10-31,et0,1.51
paris_land,2022-11-01,temperature,14.2
paris_land,2022-11-01,precipitation,0.6
paris_land,2022-11-01,et0,2.11
paris_land,2022-11-02,temperature,12.5
paris_land,2022-11-02,precipitation,0.0
paris_land,2022-11-02,et0,1.55
paris_land,2022-11-03,temperature,12.0
paris_land,2022-11-03,precipitation,6.7
paris_land,2022-11-03,et0,0.89
paris_land,2022-11-04,temperature,9.6
paris_land,2022-11-04,precipitation,6.0
paris_land,2022-11-04,et0,0.92
paris_land,2022-11-05,temperature,8.6
paris_land,2022-11-05,precipitation,0.2
paris_land,2022-11-05,et0,0.68
paris_land,2022-11-06,temperature,10.3
paris_land,2022-11-06,precipitation,15.1
paris_land,2022-11-06,et0,0.77
paris_land,2022-11-07,temperature,13.0
paris_land,2022-11-07,precipitation,0.0
paris_land,2022-11-07,et0,1.24
paris_land,2022-11-08,temperature,13.3
paris_land,2022-11-08,precipitation,1.7
paris_land,2022-11-08,et0,1.5
paris_land,2022-11-09,temperature,12.5
paris_land,2022-11-09,precipitation,1.2
paris_land,2022-11-09,et0,1.1
paris_land,2022-11-10,temperature,9.7
paris_land,2022-11-10,precipitation,0.0
paris_land,2022-11-10,et0,0.79
paris_land,2022-11-11,temperature,8.7
paris_land,2022-11-11,precipitation,0.0
paris_land,2022-11-11,et0,0.7
paris_land,2022-11-12,temperature,10.2
paris_land,2022-11-12,precipitation,0.0
paris_land,2022-11-12,et0,0.87
paris_land,2022-11-13,temperature,9.0
paris_land,2022-11-13,precipitation,0.0
paris_land,2022-11-13,et0,0.75
paris_land,2022-11-14,temperature,9.6
paris_land,2022-11-14,precipitation,0.0
paris_land,2022-11-14,et0,0.65
paris_land,2022-11-15,temperature,10.8
paris_land,2022-11-15,precipitation,6.5
paris_land,2022-11-15,et0,0.47
paris_land,2022-11-16,temperature,10.7
paris_land,2022-11-16,precipitation,6.2
paris_land,2022-11-16,et0,0.84
paris_land,2022-11-17,temperature,11.7
paris_land,2022-11-17,precipitation,1.3
paris_land,2022-11-17,et0,1.56
paris_land,2022-11-18,temperature,8.6
paris_land,2022-11-18,precipitation,0.5
paris_land,2022-11-18,et0,0.71
paris_land,2022-11-19,temperature,6.9
paris_land,2022-11-19,precipitation,0.4
paris_land,2022-11-19,et0,0.74
paris_land,2022-11-20,temperature,6.7
paris_land,2022-11-20,precipitation,1.8
paris_land,2022-11-20,et0,0.48
paris_land,2022-11-21,temperature,7.2
paris_land,2022-11-21,precipitation,6.4
paris_land,2022-11-21,et0,0.38
paris_land,2022-11-22,temperature,7.5
paris_land,2022-11-22,precipitation,3.8
paris_land,2022-11-22,et0,1.04
paris_land,2022-11-23,temperature,7.9
paris_land,2022-11-23,precipitation,2.8
paris_land,2022-11-23,et0,0.69
paris_land,2022-11-24,temperature,9.8
paris_land,2022-11-24,precipitation,0.3
paris_land,2022-11-24,et0,1.1
paris_land,2022-11-25,temperature,9.1
paris_land,2022-11-25,precipitation,3.9
paris_land,2022-11-25,et0,0.67
paris_land,2022-11-26,temperature,6.1
paris_land,2022-11-26,precipitation,0.0
paris_land,2022-11-26,et0,0.34
paris_land,2022-11-27,temperature,7.5
paris_land,2022-11-27,precipitation,6.8
paris_land,2022-11-27,et0,0.42
paris_land,2022-11-28,temperature,8.5
paris_land,2022-11-28,precipitation,5.5
paris_land,2022-11-28,et0,0.49
paris_land,2022-11-29,temperature,6.3
paris_land,2022-11-29,precipitation,1.6
paris_land,2022-11-29,et0,0.32
paris_land,2022-11-30,temperature,6.2
paris_land,2022-11-30,precipitation,0.0
paris_land,2022-11-30,et0,0.34
paris_land,2022-12-01,temperature,5.1
paris_land,2022-12-01,precipitation,0.0
paris_land,2022-12-01,et0,0.4
paris_land,2022-12-02,temperature,4.4
paris_land,2022-12-02,precipitation,1.5
paris_land,2022-12-02,et0,0.36
paris_land,2022-12-03,temperature,3.2
paris_land,2022-12-03,precipitation,0.1
paris_land,2022-12-03,et0,0.45
paris_land,2022-12-04,temperature,2.6
paris_land,2022-12-04,precipitation,1.4
paris_land,2022-12-04,et0,0.35
paris_land,2022-12-05,temperature,2.2
paris_land,2022-12-05,precipitation,2.4
paris_land,2022-12-05,et0,0.23
paris_land,2022-12-06,temperature,2.6
paris_land,2022-12-06,precipitation,0.0
paris_land,2022-12-06,et0,0.24
paris_land,2022-12-07,temperature,1.6
paris_land,2022-12-07,precipitation,0.0
paris_land,2022-12-07,et0,0.25
paris_land,2022-12-08,temperature,2.2
paris_land,2022-12-08,precipitation,0.0
paris_land,2022-12-08,et0,0.28
paris_land,2022-12-09,temperature,1.2
paris_land,2022-12-09,precipitation,0.0
paris_land,2022-12-09,et0,0.29
paris_land,2022-12-10,temperature,1.0
paris_land,2022-12-10,precipitation,0.0
paris_land,2022-12-10,et0,0.27
paris_land,2022-12-11,temperature,-1.9
paris_land,2022-12-11,precipitation,0.0
paris_land,2022-12-11,et0,0.32
paris_land,2022-12-12,temperature,-2.3
paris_land,2022-12-12,precipitation,0.3
paris_land,2022-12-12,et0,0.32
paris_land,2022-12-13,temperature,-1.9
paris_land,2022-12-13,precipitation,0.0
paris_land,2022-12-13,et0,0.59
paris_land,2022-12-14,temperature,-1.0
paris_land,2022-12-14,precipitation,3.6
paris_land,2022-12-14,et0,0.28
paris_land,2022-12-15,temperature,-1.8
paris_land,2022-12-15,precipitation,0.0
paris_land,2022-12-15,et0,0.51
paris_land,2022-12-16,temperature,-1.7
paris_land,2022-12-16,precipitation,0.0
paris_land,2022-12-16,et0,0.38
paris_land,2022-12-17,temperature,-2.6
paris_land,2022-12-17,precipitation,0.0
paris_land,2022-12-17,et0,0.24
paris_land,2022-12-18,temperature,-1.3
paris_land,2022-12-18,precipitation,3.6
paris_land,2022-12-18,et0,0.35
paris_land,2022-12-19,temperature,7.6
paris_land,2022-12-19,precipitation,6.5
paris_land,2022-12-19,et0,0.68
paris_land,2022-12-20,temperature,11.2
paris_land,2022-12-20,precipitation,23.4
paris_land,2022-12-20,et0,0.73
paris_land,2022-12-21,temperature,10.1
paris_land,2022-12-21,precipitation,15.5
paris_land,2022-12-21,et0,0.29
paris_land,2022-12-22,temperature,12.2
paris_land,2022-12-22,precipitation,9.3
paris_land,2022-12-22,et0,0.73
paris_land,2022-12-23,temperature,12.9
paris_land,2022-12-23,precipitation,6.8
paris_land,2022-12-23,et0,0.57
paris_land,2022-12-24,temperature,10.7
paris_land,2022-12-24,precipitation,1.4
paris_land,2022-12-24,et0,0.43
paris_land,2022-12-25,temperature,11.1
paris_land,2022-12-25,precipitation,2.7
paris_land,2022-12-25,et0,0.42
paris_land,2022-12-26,temperature,9.5
paris_land,2022-12-26,precipitation,1.1
paris_land,2022-12-26,et0,0.48
paris_land,2022-12-27,temperature,5.7
paris_land,2022-12-27,precipitation,0.0
paris_land,2022-12-27,et0,0.45
paris_land,2022-12-28,temperature,9.9
paris_land,2022-12-28,precipitation,4.0
paris_land,2022-12-28,et0,0.8
paris_land,2022-12-29,temperature,9.9
paris_land,2022-12-29,precipitation,1.1
paris_land,2022-12-29,et0,0.89
paris_land,2022-12-30,temperature,9.7
paris_land,2022-12-30,precipitation,7.4
paris_land,2022-12-30,et0,0.54
paris_land,2022-12-31,temperature,15.1
paris_land,2022-12-31,precipitation,0.0
paris_land,2022-12-31,et0,2.08
paris_land,2023-01-01,temperature,13.3
paris_land,2023-01-01,precipitation,2.0
paris_land,2023-01-01,et0,1.56
paris_land,2023-01-02,temperature,10.5
paris_land,2023-01-02,precipitation,7.4
paris_land,2023-01-02,et0,0.66
paris_land,2023-01-03,temperature,7.5
paris_land,2023-01-03,precipitation,1.0
paris_land,2023-01-03,et0,0.49
paris_land,2023-01-04,temperature,11.5
paris_land,2023-01-04,precipitation,3.4
paris_land,2023-01-04,et0,0.57
paris_land,2023-01-05,temperature,12.5
paris_land,2023-01-05,precipitation,0.4
paris_land,2023-01-05,et0,0.65
paris_land,2023-01-06,temperature,11.1
paris_land,2023-01-06,precipitation,0.0
paris_land,2023-01-06,et0,0.71
paris_land,2023-01-07,temperature,9.0
paris_land,2023-01-07,precipitation,1.2
paris_land,2023-01-07,et0,0.81
paris_land,2023-01-08,temperature,9.2
paris_land,2023-01-08,precipitation,4.4
paris_land,2023-01-08,et0,0.74
paris_land,2023-01-09,temperature,6.8
paris_land,2023-01-09,precipitation,0.8
paris_land,2023-01-09,et0,1.03
paris_land,2023-01-10,temperature,6.8
paris_land,2023-01-10,precipitation,3.0
paris_land,2023-01-10,et0,0.44
paris_land,2023-01-11,temperature,10.6
paris_land,2023-01-11,precipitation,9.1
paris_land,2023-01-11,et0,0.97
paris_land,2023-01-12,temperature,10.8
paris_land,2023-01-12,precipitation,0.6
paris_land,2023-01-12,et0,1.31
paris_land,2023-01-13,temperature,9.3
paris_land,2023-01-13,precipitation,2.1
paris_land,2023-01-13,et0,1.06
paris_land,2023-01-14,temperature,10.4
paris_land,2023-01-14,precipitation,8.5
paris_land,2023-01-14,et0,0.6
paris_land,2023-01-15,temperature,6.9
paris_land,2023-01-15,precipitation,3.3
paris_land,2023-01-15,et0,1.13
paris_land,2023-01-16,temperature,5.0
paris_land,2023-01-16,precipitation,9.2
paris_land,2023-01-16,et0,0.58
paris_land,2023-01-17,temperature,1.4
paris_land,2023-01-17,precipitation,3.7
paris_land,2023-01-17,et0,0.26
paris_land,2023-01-18,temperature,1.1
paris_land,2023-01-18,precipitation,0.1
paris_land,2023-01-18,et0,0.61
paris_land,2023-01-19,temperature,0.7
paris_land,2023-01-19,precipitation,4.1
paris_land,2023-01-19,et0,0.39
paris_land,2023-01-20,temperature,1.5
paris_land,2023-01-20,precipitation,0.2
paris_land,2023-01-20,et0,0.59
paris_land,2023-01-21,temperature,0.9
paris_land,2023-01-21,precipitation,0.1
paris_land,2023-01-21,et0,0.57
paris_land,2023-01-22,temperature,0.2
paris_land,2023-01-22,precipitation,0.0
paris_land,2023-01-22,et0,0.56
paris_land,2023-01-23,temperature,1.4
paris_land,2023-01-23,precipitation,0.0
paris_land,2023-01-23,et0,0.56
paris_land,2023-01-24,temperature,1.1
paris_land,2023-01-24,precipitation,0.0
paris_land,2023-01-24,et0,0.41
paris_land,2023-01-25,temperature,1.3
paris_land,2023-01-25,precipitation,0.0
paris_land,2023-01-25,et0,0.36
paris_land,2023-01-26,temperature,1.8
paris_land,2023-01-26,precipitation,0.6
paris_land,2023-01-26,et0,0.24
paris_land,2023-01-27,temperature,3.8
paris_land,2023-01-27,precipitation,0.3
paris_land,2023-01-27,et0,0.46
paris_land,2023-01-28,temperature,2.2
paris_land,2023-01-28,precipitation,0.0
paris_land,2023-01-28,et0,0.61
paris_land,2023-01-29,temperature,1.3
paris_land,2023-01-29,precipitation,0.0
paris_land,2023-01-29,et0,0.64
paris_land,2023-01-30,temperature,5.3
paris_land,2023-01-30,precipitation,0.0
paris_land,2023-01-30,et0,0.51
paris_land,2023-01-31,temperature,4.0
paris_land,2023-01-31,precipitation,0.0
paris_land,2023-01-31,et0,0.56
paris_land,2023-02-01,temperature,7.4
paris_land,2023-02-01,precipitation,0.0
paris_land,2023-02-01,et0,1.07
paris_land,2023-02-02,temperature,7.2
paris_land,2023-02-02,precipitation,0.0
paris_land,2023-02-02,et0,0.89
paris_land,2023-02-03,temperature,8.2
paris_land,2023-02-03,precipitation,0.0
paris_land,2023-02-03,et0,0.84
paris_land,2023-02-04,temperature,8.7
paris_land,2023-02-04,precipitation,0.5
paris_land,2023-02-04,et0,0.64
paris_land,2023-02-05,temperature,6.6
paris_land,2023-02-05,precipitation,0.1
paris_land,2023-02-05,et0,0.93
paris_land,2023-02-06,temperature,3.0
paris_land,2023-02-06,precipitation,0.0
paris_land,2023-02-06,et0,0.89
paris_land,2023-02-07,temperature,1.7
paris_land,2023-02-07,precipitation,0.0
paris_land,2023-02-07,et0,0.88
paris_land,2023-02-08,temperature,-0.4
paris_land,2023-02-08,precipitation,0.0
paris_land,2023-02-08,et0,0.94
paris_land,2023-02-09,temperature,0.1
paris_land,2023-02-09,precipitation,0.0
paris_land,2023-02-09,et0,0.91
paris_land,2023-02-10,temperature,4.6
paris_land,2023-02-10,precipitation,0.0
paris_land,2023-02-10,et0,0.58
paris_land,2023-02-11,temperature,4.5
paris_land,2023-02-11,precipitation,0.0
paris_land,2023-02-11,et0,0.59
paris_land,2023-02-12,temperature,7.1
paris_land,2023-02-12,precipitation,0.0
paris_land,2023-02-12,et0,0.66
paris_land,2023-02-13,temperature,4.1
paris_land,2023-02-13,precipitation,0.0
paris_land,2023-02-13,et0,1.1
paris_land,2023-02-14,temperature,3.8
paris_land,2023-02-14,precipitation,0.0
paris_land,2023-02-14,et0,0.94
paris_land,2023-02-15,temperature,4.8
paris_land,2023-02-15,precipitation,0.0
paris_land,2023-02-15,et0,1.09
paris_land,2023-02-16,temperature,7.5
paris_land,2023-02-16,precipitation,1.3
paris_land,2023-02-16,et0,0.79
paris_land,2023-02-17,temperature,11.9
paris_land,2023-02-17,precipitation,0.3
paris_land,2023-02-17,et0,0.8
paris_land,2023-02-18,temperature,10.7
paris_land,2023-02-18,precipitation,0.1
paris_land,2023-02-18,et0,1.16
paris_land,2023-02-19,temperature,9.6
paris_land,2023-02-19,precipitation,0.0
paris_land,2023-02-19,et0,1.07
paris_land,2023-02-20,temperature,5.7
paris_land,2023-02-20,precipitation,0.0
paris_land,2023-02-20,et0,1.09
paris_land,2023-02-21,temperature,6.2
paris_land,2023-02-21,precipitation,0.0
paris_land,2023-02-21,et0,1.12
paris_land,2023-02-22,temperature,8.3
paris_land,2023-02-22,precipitation,5.5
paris_land,2023-02-22,et0,0.5
paris_land,2023-02-23,temperature,7.4
paris_land,2023-02-23,precipitation,0.1
paris_land,2023-02-23,et0,0.8
paris_land,2023-02-24,temperature,6.5
paris_land,2023-02-24,precipitation,0.0
paris_land,2023-02-24,et0,1.05
paris_land,2023-02-25,temperature,5.1
paris_land,2023-02-25,precipitation,0.0
paris_land,2023-02-25,et0,1.35
paris_land,2023-02-26,temperature,1.9
paris_land,2023-02-26,precipitation,0.0
paris_land,2023-02-26,et0,1.88
paris_land,2023-02-27,temperature,1.9
paris_land,2023-02-27,precipitation,0.0
paris_land,2023-02-27,et0,2.05
paris_land,2023-02-28,temperature,1.3
paris_land,2023-02-28,precipitation,0.0
paris_land,2023-02-28,et0,1.52
paris_land,2023-03-01,temperature,1.6
paris_land,2023-03-01,precipitation,0.0
paris_land,2023-03-01,et0,1.56
paris_land,2023-03-02,temperature,2.6
paris_land,2023-03-02,precipitation,0.0
paris_land,2023-03-02,et0,1.49
paris_land,2023-03-03,temperature,3.3
paris_land,2023-03-03,precipitation,0.0
paris_land,2023-03-03,et0,1.45
paris_land,2023-03-04,temperature,2.8
paris_land,2023-03-04,precipitation,0.0
paris_land,2023-03-04,et0,0.99
paris_land,2023-03-05,temperature,4.8
paris_land,2023-03-05,precipitation,0.3
paris_land,2023-03-05,et0,0.8
paris_land,2023-03-06,temperature,4.7
paris_land,2023-03-06,precipitation,0.6
paris_land,2023-03-06,et0,1.09
paris_land,2023-03-07,temperature,5.8
paris_land,2023-03-07,precipitation,0.3
paris_land,2023-03-07,et0,1.39
paris_land,2023-03-08,temperature,9.7
paris_land,2023-03-08,precipitation,18.0
paris_land,2023-03-08,et0,1.2
paris_land,2023-03-09,temperature,11.2
paris_land,2023-03-09,precipitation,6.2
paris_land,2023-03-09,et0,1.7
paris_land,2023-03-10,temperature,7.9
paris_land,2023-03-10,precipitation,1.9
paris_land,2023-03-10,et0,1.17
paris_land,2023-03-11,temperature,4.5
paris_land,2023-03-11,precipitation,3.6
paris_land,2023-03-11,et0,0.76
paris_land,2023-03-12,temperature,10.5
paris_land,2023-03-12,precipitation,4.1
paris_land,2023-03-12,et0,1.5
paris_land,2023-03-13,temperature,13.0
paris_land,2023-03-13,precipitation,2.1
paris_land,2023-03-13,et0,1.63
paris_land,2023-03-14,temperature,8.4
paris_land,2023-03-14,precipitation,5.4
paris_land,2023-03-14,et0,1.79
paris_land,2023-03-15,temperature,6.2
paris_land,2023-03-15,precipitation,0.4
paris_land,2023-03-15,et0,1.41
paris_land,2023-03-16,temperature,9.7
paris_land,2023-03-16,precipitation,0.0
paris_land,2023-03-16,et0,2.37
paris_land,2023-03-17,temperature,11.3
paris_land,2023-03-17,precipitation,7.7
paris_land,2023-03-17,et0,1.51
paris_land,2023-03-18,temperature,11.1
paris_land,2023-03-18,precipitation,5.1
paris_land,2023-03-18,et0,1.71
paris_land,2023-03-19,temperature,8.9
paris_land,2023-03-19,precipitation,2.0
paris_land,2023-03-19,et0,1.15
paris_land,2023-03-20,temperature,7.8
paris_land,2023-03-20,precipitation,0.0
paris_land,2023-03-20,et0,1.27
paris_land,2023-03-21,temperature,10.9
paris_land,2023-03-21,precipitation,1.2
paris_land,2023-03-21,et0,1.71
paris_land,2023-03-22,temperature,10.6
paris_land,2023-03-22,precipitation,8.1
paris_land,2023-03-22,et0,1.16
paris_land,2023-03-23,temperature,12.9
paris_land,2023-03-23,precipitation,1.3
paris_land,2023-03-23,et0,2.16
paris_land,2023-03-24,temperature,12.3
paris_land,2023-03-24,precipitation,1.8
paris_land,2023-03-24,et0,2.64
paris_land,2023-03-25,temperature,10.4
paris_land,2023-03-25,precipitation,0.2
paris_land,2023-03-25,et0,2.48
paris_land,2023-03-26,temperature,9.3
paris_land,2023-03-26,precipitation,7.0
paris_land,2023-03-26,et0,1.83
paris_land,2023-03-27,temperature,6.7
paris_land,2023-03-27,precipitation,0.1
paris_land,2023-03-27,et0,2.08
paris_land,2023-03-28,temperature,6.8
paris_land,2023-03-28,precipitation,0.6
paris_land,2023-03-28,et0,1.68
paris_land,2023-03-29,temperature,13.6
paris_land,2023-03-29,precipitation,0.5
paris_land,2023-03-29,et0,3.0
paris_land,2023-03-30,temperature,13.8
paris_land,2023-03-30,precipitation,3.1
paris_land,2023-03-30,et0,2.74
paris_land,2023-03-31,temperature,11.7
paris_land,2023-03-31,precipitation,3.7
paris_land,2023-03-31,et0,2.43
paris_land,2023-04-01,temperature,10.3
paris_land,2023-04-01,precipitation,2.6
paris_land,2023-04-01,et0,2.12
paris_land,2023-04-02,temperature,8.3
paris_land,2023-04-02,precipitation,0.6
paris_land,2023-04-02,et0,1.09
paris_land,2023-04-03,temperature,7.5
paris_land,2023-04-03,precipitation,0.0
paris_land,2023-04-03,et0,2.61
paris_land,2023-04-04,temperature,5.4
paris_land,2023-04-04,precipitation,0.0
paris_land,2023-04-04,et0,2.6
paris_land,2023-04-05,temperature,6.5
paris_land,2023-04-05,precipitation,0.0
paris_land,2023-04-05,et0,2.81
paris_land,2023-04-06,temperature,9.6
paris_land,2023-04-06,precipitation,1.4
paris_land,2023-04-06,et0,1.68
paris_land,2023-04-07,temperature,9.0
paris_land,2023-04-07,precipitation,0.4
paris_land,2023-04-07,et0,2.55
paris_land,2023-04-08,temperature,8.2
paris_land,2023-04-08,precipitation,0.0
paris_land,2023-04-08,et0,2.5
paris_land,2023-04-09,temperature,9.7
paris_land,2023-04-09,precipitation,0.0
paris_land,2023-04-09,et0,2.87
paris_land,2023-04-10,temperature,11.4
paris_land,2023-04-10,precipitation,5.3
paris_land,2023-04-10,et0,1.69
paris_land,2023-04-11,temperature,10.2
paris_land,2023-04-11,precipitation,5.8
paris_land,2023-04-11,et0,1.86
paris_land,2023-04-12,temperature,10.2
paris_land,2023-04-12,precipitation,9.4
paris_land,2023-04-12,et0,2.72
paris_land,2023-04-13,temperature,8.0
paris_land,2023-04-13,precipitation,5.1
paris_land,2023-04-13,et0,2.39
paris_land,2023-04-14,temperature,6.6
paris_land,2023-04-14,precipitation,6.3
paris_land,2023-04-14,et0,0.78
paris_land,2023-04-15,temperature,8.9
paris_land,2023-04-15,precipitation,11.5
paris_land,2023-04-15,et0,1.31
paris_land,2023-04-16,temperature,8.6
paris_land,2023-04-16,precipitation,0.0
paris_land,2023-04-16,et0,2.76
paris_land,2023-04-17,temperature,8.2
paris_land,2023-04-17,precipitation,0.1
paris_land,2023-04-17,et0,1.8
paris_land,2023-04-18,temperature,10.5
paris_land,2023-04-18,precipitation,2.7
paris_land,2023-04-18,et0,2.84
paris_land,2023-04-19,temperature,12.2
paris_land,2023-04-19,precipitation,0.0
paris_land,2023-04-19,et0,3.32
paris_land,2023-04-20,temperature,9.1
paris_land,2023-04-20,precipitation,0.2
paris_land,2023-04-20,et0,2.94
paris_land,2023-04-21,temperature,7.3
paris_land,2023-04-21,precipitation,0.5
paris_land,2023-04-21,et0,2.68
paris_land,2023-04-22,temperature,10.8
paris_land,2023-04-22,precipitation,7.1
paris_land,2023-04-22,et0,1.96
paris_land,2023-04-23,temperature,11.1
paris_land,2023-04-23,precipitation,6.0
paris_land,2023-04-23,et0,1.8
paris_land,2023-04-24,temperature,10.0
paris_land,2023-04-24,precipitation,5.2
paris_land,2023-04-24,et0,2.44
paris_land,2023-04-25,temperature,8.4
paris_land,2023-04-25,precipitation,0.9
paris_land,2023-04-25,et0,1.83
paris_land,2023-04-26,temperature,8.0
paris_land,2023-04-26,precipitation,1.3
paris_land,2023-04-26,et0,1.23
paris_land,2023-04-27,temperature,12.5
paris_land,2023-04-27,precipitation,1.2
paris_land,2023-04-27,et0,2.5
paris_land,2023-04-28,temperature,16.3
paris_land,2023-04-28,precipitation,5.8
paris_land,2023-04-28,et0,2.81
paris_land,2023-04-29,temperature,12.2
paris_land,2023-04-29,precipitation,0.2
paris_land,2023-04-29,et0,2.19
paris_land,2023-04-30,temperature,12.5
paris_land,2023-04-30,precipitation,0.0
paris_land,2023-04-30,et0,2.71
paris_land,2023-05-01,temperature,12.3
